﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1438000371PV-5000W-V 10D1438000371,10D1438000369PV-5000W-V 10D1438000369,10D1438000372PV-5000W-V 10D1438000372,10D1438000373PV-5000W-V 10D1438000373,10D1438000374PV-5000W-V 10D1438000374
2017-11-15,00:00:00,0,0,0,0,0
2017-11-15,00:20:00,0,0,0,0,0
2017-11-15,00:40:00,0,0,0,0,0
2017-11-15,01:00:00,0,0,0,0,0
2017-11-15,01:20:00,0,0,0,0,0
2017-11-15,01:40:00,0,0,0,0,0
2017-11-15,02:00:00,0,0,0,0,0
2017-11-15,02:20:00,0,0,0,0,0
2017-11-15,02:40:00,0,0,0,0,0
2017-11-15,03:00:00,0,0,0,0,0
2017-11-15,03:20:00,0,0,0,0,0
2017-11-15,03:40:00,0,0,0,0,0
2017-11-15,04:00:00,0,0,0,0,0
2017-11-15,04:20:00,0,0,0,0,0
2017-11-15,04:40:00,0,0,0,0,0
2017-11-15,05:00:00,0,0,0,0,0
2017-11-15,05:20:00,0,0,0,0,0
2017-11-15,05:40:00,0,0,0,0,0
2017-11-15,06:00:00,0,0,0,0,0
2017-11-15,06:20:00,0.033,0.02805,0.0475,0.0446,0.05005
2017-11-15,06:40:00,0.1205,0.1142,0.125,0.11735,0.139
2017-11-15,07:00:00,0.31325,0.30355,0.3229,0.30275,0.3289
2017-11-15,07:20:00,0.4231,0.41805,0.4368,0.41215,0.44025
2017-11-15,07:40:00,0.8131,0.7983,0.8137,0.7715,0.78865
2017-11-15,08:00:00,1.1419,1.1201,1.1309,1.0181,1.02265
2017-11-15,08:20:00,1.13165,1.10395,1.11335,1.05195,1.13175
2017-11-15,08:40:00,0.9284,0.90565,0.92045,0.8676,0.8848
2017-11-15,09:00:00,0.88225,0.8622,0.87895,0.829,0.8963
2017-11-15,09:20:00,1.48955,1.45275,1.46735,1.3884,1.49895
2017-11-15,09:40:00,2.29745,2.1078,2.22635,1.9997,2.1615
2017-11-15,10:00:00,2.5674,2.47985,2.4706,2.34875,2.53705
2017-11-15,10:20:00,2.72635,2.55155,2.5471,2.4183,2.61655
2017-11-15,10:40:00,2.72795,2.65795,2.64935,2.5093,2.70635
2017-11-15,11:00:00,2.16685,2.105,2.1055,1.9932,2.1477
2017-11-15,11:20:00,1.60785,1.463,1.4726,1.5038,1.62125
2017-11-15,11:40:00,2.3926,2.34205,2.3385,2.10505,2.37965
2017-11-15,12:00:00,2.86565,2.64835,2.78075,2.5001,2.69725
2017-11-15,12:20:00,1.87165,1.7221,1.72995,1.6452,1.88275
2017-11-15,12:40:00,2.5067,2.469,2.33345,2.2184,2.3937
2017-11-15,13:00:00,1.91005,1.87455,1.87575,1.7824,1.9248
2017-11-15,13:20:00,1.4588,1.42995,1.3665,1.2932,1.39845
2017-11-15,13:40:00,1.37445,1.3422,1.35095,1.22595,1.38065
2017-11-15,14:00:00,2.10115,2.0552,2.05135,1.948,2.09895
2017-11-15,14:20:00,1.7374,1.69535,1.6936,1.60965,1.72985
2017-11-15,14:40:00,1.58805,1.5479,1.5494,1.4743,1.58905
2017-11-15,15:00:00,0.8862,0.78365,0.79235,0.82835,0.8956
2017-11-15,15:20:00,0.65435,0.639,0.6513,0.6174,0.66565
2017-11-15,15:40:00,0.5694,0.5123,0.52385,0.4992,0.5443
2017-11-15,16:00:00,0.5194,0.5008,0.51165,0.4885,0.5227
2017-11-15,16:20:00,0.2394,0.22905,0.24505,0.23285,0.2503
2017-11-15,16:40:00,0.12185,0.1179,0.1372,0.1296,0.1401
2017-11-15,17:00:00,0.0238,0.01925,0.03555,0.0324,0.03485
2017-11-15,17:20:00,0.0113,0.0086,0.01745,0.01575,0.01485
2017-11-15,17:40:00,0,0,0,0,0
2017-11-15,18:00:00,0,0,0,0,0
2017-11-15,18:20:00,0,0,0,0,0
2017-11-15,18:40:00,0,0,0,0,0
2017-11-15,19:00:00,0,0,0,0,0
2017-11-15,19:20:00,0,0,0,0,0
2017-11-15,19:40:00,0,0,0,0,0
2017-11-15,20:00:00,0,0,0,0,0
2017-11-15,20:20:00,0,0,0,0,0
2017-11-15,20:40:00,0,0,0,0,0
2017-11-15,21:00:00,0,0,0,0,0
2017-11-15,21:20:00,0,0,0,0,0
2017-11-15,21:40:00,0,0,0,0,0
2017-11-15,22:00:00,0,0,0,0,0
2017-11-15,22:20:00,0,0,0,0,0
2017-11-15,22:40:00,0,0,0,0,0
2017-11-15,23:00:00,0,0,0,0,0
2017-11-15,23:20:00,0,0,0,0,0
2017-11-15,23:40:00,0,0,0,0,0
