﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2017-10-26,00:00:00,0,0,0
2017-10-26,00:20:00,0,0,0
2017-10-26,00:40:00,0,0,0
2017-10-26,01:00:00,0,0,0
2017-10-26,01:20:00,0,0,0
2017-10-26,01:40:00,0,0,0
2017-10-26,02:00:00,0,0,0
2017-10-26,02:20:00,0,0,0
2017-10-26,02:40:00,0,0,0
2017-10-26,03:00:00,0,0,0
2017-10-26,03:20:00,0,0,0
2017-10-26,03:40:00,0,0,0
2017-10-26,04:00:00,0,0,0
2017-10-26,04:20:00,0,0,0
2017-10-26,04:40:00,0,0,0
2017-10-26,05:00:00,0,0,0
2017-10-26,05:20:00,0,0,0
2017-10-26,05:40:00,0,0,0
2017-10-26,06:00:00,0.0065,0.0064,0.0108
2017-10-26,06:20:00,0.08005,0.07705,0.09565
2017-10-26,06:40:00,0.22015,0.25545,0.3347
2017-10-26,07:00:00,0.43865,0.5524,0.67525
2017-10-26,07:20:00,0.81775,0.8424,1.0009
2017-10-26,07:40:00,1.14505,1.14645,1.34435
2017-10-26,08:00:00,1.4128,1.41645,1.6289
2017-10-26,08:20:00,1.6521,1.65925,1.88855
2017-10-26,08:40:00,1.93205,1.9388,2.2178
2017-10-26,09:00:00,2.155,2.1646,2.4317
2017-10-26,09:20:00,2.3706,2.3656,2.68215
2017-10-26,09:40:00,2.60655,2.60625,2.92375
2017-10-26,10:00:00,2.57035,2.56755,2.83085
2017-10-26,10:20:00,2.33945,2.3413,2.30725
2017-10-26,10:40:00,1.87795,1.90195,2.5189
2017-10-26,11:00:00,3.38275,3.36195,3.67855
2017-10-26,11:20:00,3.1376,3.1397,3.5141
2017-10-26,11:40:00,3.2913,3.29595,3.6061
2017-10-26,12:00:00,3.3464,3.3385,3.6829
2017-10-26,12:20:00,3.09105,3.0736,3.3003
2017-10-26,12:40:00,3.15655,3.1356,3.41195
2017-10-26,13:00:00,2.10845,2.1,2.35665
2017-10-26,13:20:00,1.74655,1.73435,1.45725
2017-10-26,13:40:00,0.65315,0.65095,0.79055
2017-10-26,14:00:00,1.31145,1.3125,1.6634
2017-10-26,14:20:00,1.72515,1.724,1.8788
2017-10-26,14:40:00,1.67245,1.67015,1.83455
2017-10-26,15:00:00,1.7332,1.7311,1.84135
2017-10-26,15:20:00,1.34175,1.34125,1.4263
2017-10-26,15:40:00,0.9808,0.98205,1.01075
2017-10-26,16:00:00,0.654,0.65605,0.69805
2017-10-26,16:20:00,0.4618,0.4622,0.44825
2017-10-26,16:40:00,0.17825,0.17285,0.1572
2017-10-26,17:00:00,0.0691,0.06715,0.048
2017-10-26,17:20:00,0.0084,0.0119,0.0106
2017-10-26,17:40:00,0,0.00585,0.0041
2017-10-26,18:00:00,0,0,0
2017-10-26,18:20:00,0,0,0
2017-10-26,18:40:00,0,0,0
2017-10-26,19:00:00,0,0,0
2017-10-26,19:20:00,0,0,0
2017-10-26,19:40:00,0,0,0
2017-10-26,20:00:00,0,0,0
2017-10-26,20:20:00,0,0,0
2017-10-26,20:40:00,0,0,0
2017-10-26,21:00:00,0,0,0
2017-10-26,21:20:00,0,0,0
2017-10-26,21:40:00,0,0,0
2017-10-26,22:00:00,0,0,0
2017-10-26,22:20:00,0,0,0
2017-10-26,22:40:00,0,0,0
2017-10-26,23:00:00,0,0,0
2017-10-26,23:20:00,0,0,0
2017-10-26,23:40:00,0,0,0
