﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1431000126PV-3000N-V 10N1431000126斗六廖進豐,L1344000020PV-4000W-V L1344000020斗六廖進豐
2017-10-05,00:00:00,0,0
2017-10-05,00:20:00,0,0
2017-10-05,00:40:00,0,0
2017-10-05,01:00:00,0,0
2017-10-05,01:20:00,0,0
2017-10-05,01:40:00,0,0
2017-10-05,02:00:00,0,0
2017-10-05,02:20:00,0,0
2017-10-05,02:40:00,0,0
2017-10-05,03:00:00,0,0
2017-10-05,03:20:00,0,0
2017-10-05,03:40:00,0,0
2017-10-05,04:00:00,0,0
2017-10-05,04:20:00,0,0
2017-10-05,04:40:00,0,0
2017-10-05,05:00:00,0,0
2017-10-05,05:20:00,0,0
2017-10-05,05:40:00,0,0
2017-10-05,06:00:00,0.00315,0.00795
2017-10-05,06:20:00,0.01545,0.02805
2017-10-05,06:40:00,0.0324,0.0541
2017-10-05,07:00:00,0.0618,0.09225
2017-10-05,07:20:00,0.3112,0.4385
2017-10-05,07:40:00,0.6468,0.9193
2017-10-05,08:00:00,0.87395,1.2568
2017-10-05,08:20:00,1.1853,1.7139
2017-10-05,08:40:00,1.42785,2.0676
2017-10-05,09:00:00,1.58265,2.2923
2017-10-05,09:20:00,1.68815,2.4543
2017-10-05,09:40:00,1.71475,2.4879
2017-10-05,10:00:00,1.71575,2.48645
2017-10-05,10:20:00,1.86095,2.703
2017-10-05,10:40:00,1.9901,2.89135
2017-10-05,11:00:00,2.0384,2.96275
2017-10-05,11:20:00,2.06525,3.00655
2017-10-05,11:40:00,1.8276,2.6538
2017-10-05,12:00:00,2.1056,3.062
2017-10-05,12:20:00,2.1334,3.10445
2017-10-05,12:40:00,1.86185,2.69855
2017-10-05,13:00:00,1.2349,1.7861
2017-10-05,13:20:00,1.5471,2.2425
2017-10-05,13:40:00,1.76665,2.5596
2017-10-05,14:00:00,1.67995,2.44735
2017-10-05,14:20:00,1.39535,2.02635
2017-10-05,14:40:00,1.37805,2.0071
2017-10-05,15:00:00,0.9753,1.40565
2017-10-05,15:20:00,1.21725,1.7712
2017-10-05,15:40:00,1.1175,1.62275
2017-10-05,16:00:00,0.89255,1.29685
2017-10-05,16:20:00,0.56045,0.811
2017-10-05,16:40:00,0.2761,0.3923
2017-10-05,17:00:00,0.1211,0.17295
2017-10-05,17:20:00,0.0364,0.0588
2017-10-05,17:40:00,0.0015,0.0064
2017-10-05,18:00:00,0,0
2017-10-05,18:20:00,0,0
2017-10-05,18:40:00,0,0
2017-10-05,19:00:00,0,0
2017-10-05,19:20:00,0,0
2017-10-05,19:40:00,0,0
2017-10-05,20:00:00,0,0
2017-10-05,20:20:00,0,0
2017-10-05,20:40:00,0,0
2017-10-05,21:00:00,0,0
2017-10-05,21:20:00,0,0
2017-10-05,21:40:00,0,0
2017-10-05,22:00:00,0,0
2017-10-05,22:20:00,0,0
2017-10-05,22:40:00,0,0
2017-10-05,23:00:00,0,0
2017-10-05,23:20:00,0,0
2017-10-05,23:40:00,0,0
