﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1512000111四湖-1-PV-5000W-V 11C1512000111,10D1431000314四湖-2-PV-5000W-V 10D1431000314,10D1431000255四湖-3-PV-5000W-V 10D1431000255,11C1512000110四湖-4-PV-5000W-V 11C1512000110,10D1431000244四湖-5-PV-5000W-V 10D1431000244,10D1431000299四湖-6-PV-5000W-V 10D1431000299四湖-1
2017-10-30,00:00:00,0,0,0,0,0,0
2017-10-30,00:20:00,0,0,0,0,0,0
2017-10-30,00:40:00,0,0,0,0,0,0
2017-10-30,01:00:00,0,0,0,0,0,0
2017-10-30,01:20:00,0,0,0,0,0,0
2017-10-30,01:40:00,0,0,0,0,0,0
2017-10-30,02:00:00,0,0,0,0,0,0
2017-10-30,02:20:00,0,0,0,0,0,0
2017-10-30,02:40:00,0,0,0,0,0,0
2017-10-30,03:00:00,0,0,0,0,0,0
2017-10-30,03:20:00,0,0,0,0,0,0
2017-10-30,03:40:00,0,0,0,0,0,0
2017-10-30,04:00:00,0,0,0,0,0,0
2017-10-30,04:20:00,0,0,0,0,0,0
2017-10-30,04:40:00,0,0,0,0,0,0
2017-10-30,05:00:00,0,0,0,0,0,0
2017-10-30,05:20:00,0,0,0,0,0,0
2017-10-30,05:40:00,0,0,0,0,0,0
2017-10-30,06:00:00,0,0,0,0,0,0
2017-10-30,06:20:00,0,0,0,0,0,0
2017-10-30,06:40:00,0,0,0,0,0,0
2017-10-30,07:00:00,0,0,0,0,0,0
2017-10-30,07:20:00,0,0,0,0,0,0
2017-10-30,07:40:00,0,0,0,0,0,0
2017-10-30,08:00:00,0,0,0,0,0,0
2017-10-30,08:20:00,0,0,0,0,0,0
2017-10-30,08:40:00,0.3616,0.34685,0.34855,0.35065,0.345,0.3321
2017-10-30,09:00:00,2.56335,2.4635,2.47235,2.4884,2.44535,2.3539
2017-10-30,09:20:00,2.7771,2.6801,2.684,2.7014,2.6633,2.5639
2017-10-30,09:40:00,2.96245,2.7224,2.8671,2.8848,2.84445,2.73515
2017-10-30,10:00:00,3.09225,2.9987,2.9925,3.0097,2.974,2.86475
2017-10-30,10:20:00,3.2155,3.12215,3.11675,3.13565,3.09225,2.9687
2017-10-30,10:40:00,3.2486,3.1583,3.14675,3.16525,2.97205,3.0085
2017-10-30,11:00:00,3.2761,3.18955,3.17405,3.19295,3.15705,3.03885
2017-10-30,11:20:00,3.2458,3.00545,2.98995,3.1634,3.1276,3.01395
2017-10-30,11:40:00,3.204,3.12145,3.10445,3.12125,3.0884,2.97665
2017-10-30,12:00:00,3.1888,3.10565,3.0856,3.1018,3.0719,2.9647
2017-10-30,12:20:00,3.12505,3.0422,3.0262,3.0409,3.0137,2.9097
2017-10-30,12:40:00,2.94435,2.866,2.71415,2.8663,2.8388,2.74545
2017-10-30,13:00:00,2.66015,2.58515,2.574,2.58545,2.70145,2.6174
2017-10-30,13:20:00,2.6243,2.5474,2.53505,2.54545,2.5273,2.45105
2017-10-30,13:40:00,2.4027,2.3282,2.3172,2.3299,2.31105,2.24335
2017-10-30,14:00:00,2.04245,2.08305,2.0725,2.0817,2.06845,2.01295
2017-10-30,14:20:00,1.9284,1.8735,1.8612,1.77755,1.86125,1.81525
2017-10-30,14:40:00,1.6446,1.5965,1.58285,1.59075,1.58455,1.54645
2017-10-30,15:00:00,1.32835,1.29045,1.2791,1.28625,1.2844,1.25665
2017-10-30,15:20:00,1.0144,0.98905,0.9774,0.9829,0.9865,0.9665
2017-10-30,15:40:00,0.75045,0.73145,0.7252,0.7291,0.7352,0.72005
2017-10-30,16:00:00,0.4744,0.46565,0.4624,0.4647,0.4721,0.4602
2017-10-30,16:20:00,0.2742,0.27545,0.27295,0.27305,0.2822,0.27075
2017-10-30,16:40:00,0.1151,0.12465,0.1267,0.1154,0.1284,0.1173
2017-10-30,17:00:00,0.02,0.03525,0.0356,0.01725,0.0401,0.0316
2017-10-30,17:20:00,0,0.0156,0.0127,0,0.0219,0.0105
2017-10-30,17:40:00,0,0.0041,0.00155,0,0.0219,0.00195
2017-10-30,18:00:00,0,0,0,0,0.0219,0
2017-10-30,18:20:00,0,0,0,0,0.0219,0
2017-10-30,18:40:00,0,0,0,0,0.0219,0
2017-10-30,19:00:00,0,0,0,0,0.0219,0
2017-10-30,19:20:00,0,0,0,0,0.0197,0
2017-10-30,19:40:00,0,0,0,0,0.0219,0
2017-10-30,20:00:00,0,0,0,0,0.0219,0
2017-10-30,20:20:00,0,0,0,0,0.0219,0
2017-10-30,20:40:00,0,0,0,0,0.0219,0
2017-10-30,21:00:00,0,0,0,0,0.0219,0
2017-10-30,21:20:00,0,0,0,0,0.0219,0
2017-10-30,21:40:00,0,0,0,0,0.0219,0
2017-10-30,22:00:00,0,0,0,0,0.0219,0
2017-10-30,22:20:00,0,0,0,0,0.0219,0
2017-10-30,22:40:00,0,0,0,0,0.0219,0
2017-10-30,23:00:00,0,0,0,0,0.0219,0
2017-10-30,23:20:00,0,0,0,0,0.0219,0
2017-10-30,23:40:00,0,0,0,0,0.0219,0
