﻿﻿﻿﻿﻿﻿﻿inDate,inTime,61C164300023061C1643000230建泰二期,61C1643000218U 61C1643000218建泰二期,61C1643000224U 61C1643000224建泰二期,61C1643000225U 61C1643000225建泰二期,61C1643000226U 61C1643000226建泰二期,61C1643000227U 61C1643000227建泰二期,61C1643000229U 61C1643000229建泰二期
2018-03-26,00:00:00,0,0,0,0,0,0,0
2018-03-26,00:20:00,0,0,0,0,0,0,0
2018-03-26,00:40:00,0,0,0,0,0,0,0
2018-03-26,01:00:00,0,0,0,0,0,0,0
2018-03-26,01:20:00,0,0,0,0,0,0,0
2018-03-26,01:40:00,0,0,0,0,0,0,0
2018-03-26,02:00:00,0,0,0,0,0,0,0
2018-03-26,02:20:00,0,0,0,0,0,0,0
2018-03-26,02:40:00,0,0,0,0,0,0,0
2018-03-26,03:00:00,0,0,0,0,0,0,0
2018-03-26,03:20:00,0,0,0,0,0,0,0
2018-03-26,03:40:00,0,0,0,0,0,0,0
2018-03-26,04:00:00,0,0,0,0,0,0,0
2018-03-26,04:20:00,0,0,0,0,0,0,0
2018-03-26,04:40:00,0,0,0,0,0,0,0
2018-03-26,05:00:00,0,0,0,0,0,0,0
2018-03-26,05:20:00,0,0,0,0,0,0,0
2018-03-26,05:40:00,0,0,0,0,0,0,0
2018-03-26,06:00:00,0.1542,0.1506,0.1527,0.15525,0.1541,0.1537,0.1497
2018-03-26,06:20:00,0.64355,0.62515,0.62465,0.6384,0.63595,0.6312,0.64155
2018-03-26,06:40:00,1.1187,1.0753,1.07675,1.09935,1.10575,1.0931,1.1016
2018-03-26,07:00:00,1.0663,1.0244,1.0228,1.05145,1.0585,1.04315,1.05385
2018-03-26,07:20:00,1.9022,1.81535,1.82085,1.8506,1.8691,1.84725,1.8436
2018-03-26,07:40:00,2.86385,2.7124,2.765,2.79135,2.8243,2.7972,2.77945
2018-03-26,08:00:00,3.48095,3.3315,3.38275,3.45215,3.45435,3.4234,3.44205
2018-03-26,08:20:00,3.99775,3.83985,3.89805,3.9884,3.985,3.94365,3.97645
2018-03-26,08:40:00,4.4527,4.28275,4.11995,4.46625,4.4362,4.3822,4.4441
2018-03-26,09:00:00,5.2439,5.05165,5.0992,5.25965,5.21185,5.1605,5.24445
2018-03-26,09:20:00,6.15145,5.923,5.97235,6.1823,6.11,6.02645,6.1381
2018-03-26,09:40:00,4.4531,4.2897,4.22,4.28065,4.2952,4.28745,4.30745
2018-03-26,10:00:00,6.6635,6.37865,6.3667,6.3704,6.40725,6.442,6.3968
2018-03-26,10:20:00,6.23455,5.9637,6.0483,6.0943,6.1176,6.1223,6.0781
2018-03-26,10:40:00,7.6931,7.3428,7.4023,7.5081,7.52585,7.50245,7.48585
2018-03-26,11:00:00,5.46295,5.21365,5.3643,5.382,5.4326,5.40625,5.3388
2018-03-26,11:20:00,8.5687,8.1646,8.4008,8.4001,8.4535,8.433,8.32095
2018-03-26,11:40:00,8.61125,8.24005,8.4557,8.4759,8.52635,8.4858,8.41495
2018-03-26,12:00:00,8.14175,7.8427,8.0289,8.10695,8.12645,8.08635,8.07725
2018-03-26,12:20:00,5.7317,5.46935,5.5394,5.60515,5.6306,5.60755,5.59375
2018-03-26,12:40:00,6.8568,6.52175,6.72345,6.73385,6.767,6.77525,6.70355
2018-03-26,13:00:00,7.6926,7.3219,7.48775,7.43675,7.4943,7.5552,7.4661
2018-03-26,13:20:00,7.9509,7.59225,7.76485,7.70895,7.7852,7.81725,7.73905
2018-03-26,13:40:00,7.3949,7.05705,7.1196,7.09185,7.14475,7.18055,7.1638
2018-03-26,14:00:00,7.24425,6.9246,7.0358,7.0305,7.06035,7.08135,7.0397
2018-03-26,14:20:00,6.84575,6.52585,6.6197,6.63095,6.6459,6.66785,6.6679
2018-03-26,14:40:00,6.52985,6.2285,6.31815,6.31005,6.02175,6.36945,6.3667
2018-03-26,15:00:00,3.29765,3.12885,3.16145,3.24175,3.23635,3.2067,3.25745
2018-03-26,15:20:00,3.96245,3.78035,3.84855,3.88115,3.89605,3.8765,3.91455
2018-03-26,15:40:00,4.34765,4.1396,4.2206,4.22385,4.26075,4.24815,4.2706
2018-03-26,16:00:00,3.42405,3.256,3.29875,3.3246,3.3384,3.3325,3.37445
2018-03-26,16:20:00,2.57445,2.44955,2.46585,2.48435,2.4988,2.4875,2.5267
