﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000255PV-3000N-V 10N1449000255-朴子黃任逢,10N1449000256PV-3000N-V 10N1449000256-朴子黃任逢,10N1449000257PV-3000N-V 10N1449000257-朴子黃任逢,10N1449000258PV-3000N-V 10N1449000258-朴子黃任逢,10N1449000259PV-3000N-V 10N1449000259-朴子黃任逢,10N1449000260PV-3000N-V 10N1449000260-朴子黃任逢,10N1449000262PV-3000N-V 10N1449000262-朴子黃任逢,10N1449000263PV-3000N-V 10N1449000263-朴子黃任逢,10N1449000267PV-3000N-V 10N1449000267-朴子黃任逢
2017-11-14,00:00:00,0,0,0,0,0,0,0,0,0
2017-11-14,00:20:00,0,0,0,0,0,0,0,0,0
2017-11-14,00:40:00,0,0,0,0,0,0,0,0,0
2017-11-14,01:00:00,0,0,0,0,0,0,0,0,0
2017-11-14,01:20:00,0,0,0,0,0,0,0,0,0
2017-11-14,01:40:00,0,0,0,0,0,0,0,0,0
2017-11-14,02:00:00,0,0,0,0,0,0,0,0,0
2017-11-14,02:20:00,0,0,0,0,0,0,0,0,0
2017-11-14,02:40:00,0,0,0,0,0,0,0,0,0
2017-11-14,03:00:00,0,0,0,0,0,0,0,0,0
2017-11-14,03:20:00,0,0,0,0,0,0,0,0,0
2017-11-14,03:40:00,0,0,0,0,0,0,0,0,0
2017-11-14,04:00:00,0,0,0,0,0,0,0,0,0
2017-11-14,04:20:00,0,0,0,0,0,0,0,0,0
2017-11-14,04:40:00,0,0,0,0,0,0,0,0,0
2017-11-14,05:00:00,0,0,0,0,0,0,0,0,0
2017-11-14,05:20:00,0,0,0,0,0,0,0,0,0
2017-11-14,05:40:00,0,0,0,0,0,0,0,0,0
2017-11-14,06:00:00,0,0,0,0,0,0,0,0,0
2017-11-14,06:20:00,0,0,0,0,0.00045,0,0,0,0
2017-11-14,06:40:00,0.05415,0.0381,0.0232,0.0399,0.0428,0.0367,0.0456,0.0413,0.0352
2017-11-14,07:00:00,0.1788,0.164,0.17585,0.1815,0.1617,0.16775,0.17685,0.1952,0.15755
2017-11-14,07:20:00,0.25695,0.2424,0.25865,0.2667,0.2384,0.24865,0.25705,0.2873,0.2339
2017-11-14,07:40:00,0.42835,0.4005,0.45325,0.45185,0.40045,0.44355,0.42375,0.46715,0.3952
2017-11-14,08:00:00,0.35275,0.33215,0.34985,0.3642,0.3324,0.35465,0.33285,0.38455,0.3252
2017-11-14,08:20:00,0.60465,0.56815,0.6764,0.6935,0.52855,0.6592,0.59995,0.76615,0.52425
2017-11-14,08:40:00,0.992,0.9331,1.27775,1.2719,0.9896,1.1931,1.0408,1.34315,0.98185
2017-11-14,09:00:00,1.2806,1.22315,1.52155,1.5103,1.23065,1.43955,1.29265,1.6993,1.2195
2017-11-14,09:20:00,1.2479,1.19275,1.42685,1.4099,1.1261,1.29025,1.1856,1.5972,1.1195
2017-11-14,09:40:00,1.4847,1.4228,1.6421,1.57695,1.4288,1.38,1.49545,1.8334,1.4088
