﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151449000312PV-5000W-V 1151449000312斗南慈愛,1151449000311PV-5000W-V 1151449000311斗南慈愛,1151449000306PV-5000W-V 1151449000306斗南慈愛,1151449000305PV-5000W-V 1151449000305斗南慈愛,1151449000304PV-5000W-V 1151449000304斗南慈愛,10D1450000467PV-5000W-V 10D1450000467斗南慈愛,11D1514000063PV-3000N-V 11D1514000063斗南慈愛,11D1514000067PV-3000N-V 11D1514000067斗南慈愛,11D1514000070PV-3000N-V 11D1514000070斗南慈愛,11D1514000061PV-3000N-V 11D1514000061 斗南慈愛,11D1514000076PV-3000N-V 11D1514000076斗南慈愛,11D1514000083PV-3000N-V 11D1514000083斗南慈愛,11D1514000086PV-3000N-V 11D1514000086斗南慈愛
2017-10-10,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,05:40:00,0,0,0,0,0,0,0,0,0,0.0008,0,0.0001,0
2017-10-10,06:00:00,0.01595,0.01425,0.0122,0.0111,0.01565,0.0011,0.0044,0.0057,0.00365,0.0178,0.00435,0.00785,0.00295
2017-10-10,06:20:00,0.22345,0.1865,0.1856,0.189,0.19025,0.2022,0.16425,0.16935,0.16085,0.1532,0.14245,0.16515,0.15835
2017-10-10,06:40:00,0.48745,0.4187,0.42,0.42345,0.42405,0.45115,0.34685,0.3524,0.33915,0.336,0.2901,0.3431,0.3148
2017-10-10,07:00:00,0.5956,0.53795,0.5368,0.54255,0.53985,0.5541,0.41065,0.41735,0.40485,0.42225,0.3818,0.4099,0.4043
2017-10-10,07:20:00,1.33485,1.2192,1.22815,1.237,1.22235,1.26955,0.91655,0.9236,0.907,0.9261,0.8779,0.9121,0.90265
2017-10-10,07:40:00,1.72235,1.59815,1.61115,1.6186,1.60905,1.6587,1.18455,1.1917,1.1722,1.1905,1.14145,1.1778,1.1733
2017-10-10,08:00:00,2.0104,1.86615,1.87095,1.86395,1.86195,1.9132,1.35025,1.3538,1.34275,1.3659,1.3057,1.3431,1.3414
2017-10-10,08:20:00,2.1572,2.0215,2.01995,2.026,2.0219,2.05505,1.4318,1.4322,1.4236,1.44625,1.4261,1.42245,1.423
2017-10-10,08:40:00,2.4881,2.37475,2.37215,2.36835,2.37185,2.39705,1.6507,1.64375,1.6404,1.667,1.64905,1.6358,1.6398
2017-10-10,09:00:00,2.7103,2.569,2.5695,2.569,2.5701,2.58715,1.7658,1.75675,1.755,1.69825,1.76655,1.7507,1.7516
2017-10-10,09:20:00,2.74145,2.63705,2.6304,2.63985,2.63345,2.62085,1.78975,1.7873,1.7752,1.8083,1.7841,1.7772,1.7736
2017-10-10,09:40:00,3.0202,2.9471,2.93275,2.93365,2.93155,2.9232,1.9815,1.98365,1.95845,2.0004,1.9686,1.9718,1.96165
2017-10-10,10:00:00,3.03385,2.92245,2.9124,2.93295,2.92825,2.9047,1.9694,1.97935,1.94715,1.9795,1.9624,1.9578,1.94605
2017-10-10,10:20:00,2.40175,2.33495,2.3167,2.311,2.3162,2.29235,1.5483,1.5646,1.5399,1.57225,1.54845,1.55365,1.53515
2017-10-10,10:40:00,2.7244,2.67145,2.6463,2.6683,2.65805,2.61925,1.76805,1.7774,1.75145,1.7867,1.7595,1.7661,1.7487
2017-10-10,11:00:00,2.97565,3.0708,3.06275,3.082,3.0669,3.0158,2.0225,2.02665,1.90715,2.0312,2.01335,2.0089,2.00055
2017-10-10,11:20:00,1.9348,1.90655,1.8975,1.9068,1.90575,1.86425,1.24695,1.2491,1.23905,1.26055,1.24165,1.24135,1.23415
2017-10-10,11:40:00,1.8048,1.7889,1.78015,1.78735,1.7889,1.7373,1.1618,1.16495,1.1563,1.173,1.15665,1.1561,1.15045
2017-10-10,12:00:00,2.8226,2.7876,2.7679,2.76985,2.77265,2.6991,1.80035,1.75335,1.78345,1.8116,1.78655,1.78425,1.77855
2017-10-10,12:20:00,3.187,3.137,3.0993,3.09805,3.0956,3.0144,2.0125,1.9389,1.96815,2.02985,1.99005,1.9993,1.98795
2017-10-10,12:40:00,3.25695,3.20225,3.16585,3.16205,3.1635,3.0865,2.0544,1.9672,2.0324,2.09085,2.04515,2.05615,2.0267
2017-10-10,13:00:00,3.0717,3.0323,2.98815,3.00235,2.99675,2.92475,1.92645,1.8554,1.9195,1.96565,1.93465,1.93745,1.90415
2017-10-10,13:20:00,2.79805,2.7549,2.7171,2.73565,2.74025,2.6693,1.7438,1.72875,1.7402,1.78775,1.7557,1.75675,1.72435
2017-10-10,13:40:00,2.72225,2.30985,2.6815,2.6736,2.69115,2.60335,1.7055,1.64965,1.69985,1.74155,1.71225,1.70645,1.68635
2017-10-10,14:00:00,2.48515,2.4669,2.4342,2.4446,2.4547,2.34965,1.5511,1.3982,1.5496,1.57095,1.5562,1.5401,1.5348
2017-10-10,14:20:00,2.0398,2.0341,2.0191,2.03045,2.03595,1.95395,1.2847,1.17895,1.2792,1.29685,1.28545,1.2738,1.2081
2017-10-10,14:40:00,1.95925,1.95795,1.9332,1.9445,1.9501,1.87595,1.2256,1.05575,1.2235,1.24705,1.2308,1.22435,1.21035
2017-10-10,15:00:00,1.67395,1.6883,1.6644,1.65375,1.66575,1.59865,1.0158,0.9052,1.04145,1.05945,1.0447,1.03775,1.027
2017-10-10,15:20:00,1.08845,1.0953,1.08005,1.07915,1.03385,0.97775,0.6709,0.52635,0.67755,0.6931,0.68165,0.6757,0.669
2017-10-10,15:40:00,0.9323,0.9495,0.9354,0.9324,0.9442,0.89285,0.57515,0.4271,0.58575,0.59445,0.57975,0.5776,0.57525
2017-10-10,16:00:00,0.6902,0.6973,0.6873,0.68335,0.69075,0.65375,0.37865,0.32335,0.42575,0.43745,0.4285,0.42125,0.4174
2017-10-10,16:20:00,0.4232,0.429,0.4214,0.4216,0.4291,0.3982,0.22985,0.20475,0.26075,0.2649,0.2611,0.2459,0.2542
2017-10-10,16:40:00,0.23845,0.2408,0.2324,0.23585,0.23165,0.21415,0.1424,0.13635,0.147,0.15295,0.1481,0.14005,0.1417
