﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151416000002PV-5000W-V 1151416000002國姓林月敏一場9.12kW,1151416000003PV-5000W-V 1151416000003國姓林月敏一場
2018-02-28,00:00:00,0,0
2018-02-28,00:20:00,0,0
2018-02-28,00:40:00,0,0
2018-02-28,01:00:00,0,0
2018-02-28,01:20:00,0,0
2018-02-28,01:40:00,0,0
2018-02-28,02:00:00,0,0
2018-02-28,02:20:00,0,0
2018-02-28,02:40:00,0,0
2018-02-28,03:00:00,0,0
2018-02-28,03:20:00,0,0
2018-02-28,03:40:00,0,0
2018-02-28,04:00:00,0,0
2018-02-28,04:20:00,0,0
2018-02-28,04:40:00,0,0
2018-02-28,05:00:00,0,0
2018-02-28,05:20:00,0,0
2018-02-28,05:40:00,0,0
2018-02-28,06:00:00,0,0
2018-02-28,06:20:00,0.00265,0.00255
2018-02-28,06:40:00,0.0546,0.05775
2018-02-28,07:00:00,0.1045,0.11215
2018-02-28,07:20:00,0.2285,0.2314
2018-02-28,07:40:00,0.37705,0.40205
2018-02-28,08:00:00,0.4934,0.50065
2018-02-28,08:20:00,0.9453,0.96105
2018-02-28,08:40:00,0.93045,0.9829
2018-02-28,09:00:00,1.2047,1.2226
2018-02-28,09:20:00,1.1556,1.1537
2018-02-28,09:40:00,1.60305,1.6566
2018-02-28,10:00:00,1.7238,1.77305
2018-02-28,10:20:00,1.9691,2.02155
2018-02-28,10:40:00,1.22975,1.3147
2018-02-28,11:00:00,1.06065,1.173
2018-02-28,11:20:00,1.0968,1.20975
2018-02-28,11:40:00,0.88775,0.9837
2018-02-28,12:00:00,0.9939,1.1064
2018-02-28,12:20:00,0.8163,0.8986
2018-02-28,12:40:00,0.90655,0.9997
2018-02-28,13:00:00,0.3544,0.39365
2018-02-28,13:20:00,0.5733,0.63385
2018-02-28,13:40:00,0.5961,0.66005
2018-02-28,14:00:00,0.30565,0.34055
2018-02-28,14:20:00,0.3292,0.3646
2018-02-28,14:40:00,0.51185,0.57125
2018-02-28,15:00:00,0.55265,0.60885
2018-02-28,15:20:00,0.19315,0.2118
2018-02-28,15:40:00,0.33215,0.3687
2018-02-28,16:00:00,0.23805,0.2678
2018-02-28,16:20:00,0.2624,0.29245
2018-02-28,16:40:00,0.2113,0.2404
2018-02-28,17:00:00,0.2512,0.28095
2018-02-28,17:20:00,0.0847,0.09315
2018-02-28,17:40:00,0.0577,0.063
2018-02-28,18:00:00,0.016,0.0091
2018-02-28,18:20:00,0.0023,0.00155
2018-02-28,18:40:00,0,0
2018-02-28,19:00:00,0,0
2018-02-28,19:20:00,0,0
2018-02-28,19:40:00,0,0
2018-02-28,20:00:00,0,0
2018-02-28,20:20:00,0,0
2018-02-28,20:40:00,0,0
2018-02-28,21:00:00,0,0
2018-02-28,21:20:00,0,0
2018-02-28,21:40:00,0,0
2018-02-28,22:00:00,0,0
2018-02-28,22:20:00,0,0
2018-02-28,22:40:00,0,0
2018-02-28,23:00:00,0,0
2018-02-28,23:20:00,0,0
2018-02-28,23:40:00,0,0
