﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2017-12-07,00:00:00,0,0,0
2017-12-07,00:20:00,0,0,0
2017-12-07,00:40:00,0,0,0
2017-12-07,01:00:00,0,0,0
2017-12-07,01:20:00,0,0,0
2017-12-07,01:40:00,0,0,0
2017-12-07,02:00:00,0,0,0
2017-12-07,02:20:00,0,0,0
2017-12-07,02:40:00,0,0,0
2017-12-07,03:00:00,0,0,0
2017-12-07,03:20:00,0,0,0
2017-12-07,03:40:00,0,0,0
2017-12-07,04:00:00,0,0,0
2017-12-07,04:20:00,0,0,0
2017-12-07,04:40:00,0,0,0
2017-12-07,05:00:00,0,0,0
2017-12-07,05:20:00,0,0,0
2017-12-07,05:40:00,0,0,0
2017-12-07,06:00:00,0,0,0
2017-12-07,06:20:00,0.0007,0.00075,0.00425
2017-12-07,06:40:00,0.0872,0.0792,0.09325
2017-12-07,07:00:00,0.1543,0.1476,0.1752
2017-12-07,07:20:00,0.25355,0.24725,0.2954
2017-12-07,07:40:00,0.483,0.4852,0.62165
2017-12-07,08:00:00,0.5943,0.60115,0.7456
2017-12-07,08:20:00,1.20955,1.22715,1.34865
2017-12-07,08:40:00,0.9004,0.91085,0.9569
2017-12-07,09:00:00,1.2325,1.23395,1.3799
2017-12-07,09:20:00,2.05975,2.0663,2.4518
2017-12-07,09:40:00,2.2994,2.3084,2.55365
2017-12-07,10:00:00,2.43285,2.46345,2.75295
2017-12-07,10:20:00,2.5713,2.6074,2.9046
2017-12-07,10:40:00,2.6915,2.7259,3.03045
2017-12-07,11:00:00,2.78395,2.82615,3.12415
2017-12-07,11:20:00,2.8014,2.8459,3.16415
2017-12-07,11:40:00,2.8221,2.86735,3.17995
2017-12-07,12:00:00,2.82325,2.86355,3.17555
2017-12-07,12:20:00,2.81675,2.86435,3.16815
2017-12-07,12:40:00,2.2919,2.34205,2.2508
2017-12-07,13:00:00,2.33905,2.3639,2.7531
2017-12-07,13:20:00,2.19825,2.22085,2.61445
2017-12-07,13:40:00,1.3167,1.3361,1.4019
2017-12-07,14:00:00,2.05885,2.0966,2.35615
2017-12-07,14:20:00,2.183,2.2236,2.3405
2017-12-07,14:40:00,1.1969,1.22315,1.14975
2017-12-07,15:00:00,0.676,0.6831,0.7123
2017-12-07,15:20:00,0.34355,0.34505,0.34715
2017-12-07,15:40:00,0.32385,0.32475,0.36385
2017-12-07,16:00:00,0.39635,0.39945,0.4341
2017-12-07,16:20:00,0.2606,0.2599,0.2342
2017-12-07,16:40:00,0.0547,0.05355,0.0423
2017-12-07,17:00:00,0.0158,0.0166,0.0111
2017-12-07,17:20:00,0.00035,0.01055,0.0082
2017-12-07,17:40:00,0,0,0
2017-12-07,18:00:00,0,0,0
2017-12-07,18:20:00,0,0,0
2017-12-07,18:40:00,0,0,0
2017-12-07,19:00:00,0,0,0
2017-12-07,19:20:00,0,0,0
2017-12-07,19:40:00,0,0,0
2017-12-07,20:00:00,0,0,0
2017-12-07,20:20:00,0,0,0
2017-12-07,20:40:00,0,0,0
2017-12-07,21:00:00,0,0,0
2017-12-07,21:20:00,0,0,0
2017-12-07,21:40:00,0,0,0
2017-12-07,22:00:00,0,0,0
2017-12-07,22:20:00,0,0,0
2017-12-07,22:40:00,0,0,0
2017-12-07,23:00:00,0,0,0
2017-12-07,23:20:00,0,0,0
2017-12-07,23:40:00,0,0,0
