﻿﻿﻿﻿﻿﻿﻿inDate,inTime,6151434000113PV-15000T-U 6151434000113 仁德懷恩,6151434000114PV-15000T-U 6151434000114 仁德懷恩
2018-01-16,00:00:00,0,0
2018-01-16,00:20:00,0,0
2018-01-16,00:40:00,0,0
2018-01-16,01:00:00,0,0
2018-01-16,01:20:00,0,0
2018-01-16,01:40:00,0,0
2018-01-16,02:00:00,0,0
2018-01-16,02:20:00,0,0
2018-01-16,02:40:00,0,0
2018-01-16,03:00:00,0,0
2018-01-16,03:20:00,0,0
2018-01-16,03:40:00,0,0
2018-01-16,04:00:00,0,0
2018-01-16,04:20:00,0,0
2018-01-16,04:40:00,0,0
2018-01-16,05:00:00,0,0
2018-01-16,05:20:00,0,0
2018-01-16,05:40:00,0,0
2018-01-16,06:00:00,0,0
2018-01-16,06:20:00,0,0
2018-01-16,06:40:00,0.00785,0.006
2018-01-16,07:00:00,0.2385,0.238
2018-01-16,07:20:00,0.84465,0.8123
2018-01-16,07:40:00,2.39445,2.2249
2018-01-16,08:00:00,2.91325,2.7805
2018-01-16,08:20:00,3.86765,3.8319
2018-01-16,08:40:00,4.97595,4.92965
2018-01-16,09:00:00,5.97285,5.93795
2018-01-16,09:20:00,6.794,6.75705
2018-01-16,09:40:00,7.6928,7.6421
2018-01-16,10:00:00,4.79465,4.8531
2018-01-16,10:20:00,7.1076,7.07835
2018-01-16,10:40:00,9.48015,9.36665
2018-01-16,11:00:00,9.07745,8.9927
2018-01-16,11:20:00,8.11035,8.19145
2018-01-16,11:40:00,7.37665,7.3925
2018-01-16,12:00:00,6.5281,6.5541
2018-01-16,12:20:00,6.72435,6.58675
2018-01-16,12:40:00,7.80535,7.85745
2018-01-16,13:00:00,8.8245,8.75395
2018-01-16,13:20:00,9.87085,9.9766
2018-01-16,13:40:00,6.1245,5.9934
2018-01-16,14:00:00,7.6874,7.75555
2018-01-16,14:20:00,6.0265,5.9964
2018-01-16,14:40:00,5.51155,5.5592
2018-01-16,15:00:00,5.08995,5.13475
2018-01-16,15:20:00,4.3111,4.3663
2018-01-16,15:40:00,1.7131,1.76615
2018-01-16,16:00:00,2.33055,2.5716
2018-01-16,16:20:00,1.058,1.1043
2018-01-16,16:40:00,0.52315,0.54225
2018-01-16,17:00:00,0.0953,0.09915
2018-01-16,17:20:00,0.0011,0.0013
2018-01-16,17:40:00,0,0
2018-01-16,18:00:00,0,0
2018-01-16,18:20:00,0,0
2018-01-16,18:40:00,0,0
2018-01-16,19:00:00,0,0
2018-01-16,19:20:00,0,0
2018-01-16,19:40:00,0,0
2018-01-16,20:00:00,0,0
2018-01-16,20:20:00,0,0
2018-01-16,20:40:00,0,0
2018-01-16,21:00:00,0,0
2018-01-16,21:20:00,0,0
2018-01-16,21:40:00,0,0
2018-01-16,22:00:00,0,0
2018-01-16,22:20:00,0,0
2018-01-16,22:40:00,0,0
2018-01-16,23:00:00,0,0
2018-01-16,23:20:00,0,0
2018-01-16,23:40:00,0,0
