﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1525000225沙田路-01_無Cap 關AFD,11C1525000202沙田路-02_加Cap 開AFD,11C1520000140沙田路-03_加Cap 開AFD,11C1520000179沙田路-04_加Cap 關AFD,11C1525000201沙田路-05_加Cap 關AFD,11C1520000174沙田路-06_無Cap 關AFD,11D1507000056PV-3000N-V 11D1507000056 沙田路-07,11D1507000013PV-3000N-V 11D1507000013 沙田路-08,11D1507000050PV-3000N-V 11D1507000050 沙田路-09,11D1507000059PV-3000N-V 11D1507000059 沙田路-10,11D1507000060PV-3000N-V 11D1507000060 沙田路-11,11D1507000004PV-3000N-V 11D1507000004 沙田路-12
2018-01-16,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,06:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,06:40:00,0.0004,0.00045,0.0005,0.0004,0.00045,0.00055,0.0001,0.00255,5.0E-5,0.0002,0.0001,0.0002
2018-01-16,07:00:00,0.05735,0.0729,0.07495,0.06415,0.0616,0.0752,0.02555,0.03555,0.0181,0.0391,0.02145,0.03815
2018-01-16,07:20:00,0.13365,0.1377,0.1411,0.1408,0.1379,0.15435,0.0601,0.0801,0.06015,0.0809,0.0644,0.0804
2018-01-16,07:40:00,0.30385,0.30595,0.308,0.3102,0.3071,0.3291,0.13755,0.1744,0.14875,0.1801,0.15615,0.1796
2018-01-16,08:00:00,0.4127,0.4036,0.40545,0.4099,0.4066,0.4399,0.18235,0.23715,0.2001,0.2323,0.21555,0.23475
2018-01-16,08:20:00,0.56095,0.5623,0.56245,0.5653,0.56235,0.5924,0.2627,0.31815,0.2839,0.3197,0.2894,0.3284
2018-01-16,08:40:00,0.89945,0.89865,0.89135,0.89805,0.8956,0.93895,0.43875,0.4888,0.4425,0.50855,0.46845,0.5183
2018-01-16,09:00:00,1.56,1.56805,1.5377,1.5568,1.5651,1.62595,0.77475,0.76945,0.6973,0.9241,0.85735,0.9379
2018-01-16,09:20:00,1.26825,1.2705,1.24255,1.2585,1.26195,1.3216,0.63325,0.6353,0.5732,0.74105,0.68845,0.7545
2018-01-16,09:40:00,1.6819,1.6809,1.6591,1.67415,1.67395,1.74265,0.8448,0.87485,0.79995,0.9588,0.8964,0.98
2018-01-16,10:00:00,1.7752,1.7667,1.7477,1.75155,1.7541,1.84225,0.9101,0.9354,0.8569,1.01775,0.9494,1.0369
2018-01-16,10:20:00,1.7083,1.7001,1.6839,1.6896,1.687,1.77165,0.8521,0.9285,0.85275,0.9749,0.90925,0.9952
2018-01-16,10:40:00,2.07085,2.0592,2.03655,2.05235,2.0516,2.1478,1.04495,1.0988,1.0108,1.1731,1.0979,1.1985
2018-01-16,11:00:00,1.97,1.96085,1.9459,1.94985,1.94175,2.03735,1.01565,1.05885,0.97315,1.1228,1.04805,1.1453
2018-01-16,11:20:00,2.50005,2.4819,2.47275,2.46935,2.4569,2.56295,1.29485,1.2912,1.18425,1.4147,1.31855,1.4315
2018-01-16,11:40:00,2.97555,2.9501,2.95585,2.9387,2.9446,3.05545,1.65015,1.6298,1.5004,1.792,1.6689,1.80945
2018-01-16,12:00:00,2.22305,2.20735,2.1976,2.196,2.18255,2.30195,1.1735,1.1982,1.1,1.27515,1.1792,1.28195
2018-01-16,12:20:00,2.82625,2.8205,2.8114,2.8077,2.801,2.9227,1.52045,1.5121,1.3921,1.6449,1.5304,1.66505
2018-01-16,12:40:00,2.4522,2.41715,2.4005,2.39305,2.3763,2.52315,1.39535,1.36535,1.24485,1.49115,1.3877,1.5084
2018-01-16,13:00:00,3.3046,3.28185,3.2806,3.2718,3.2704,3.39495,1.81685,1.7548,1.60635,1.92945,1.79635,1.9403
2018-01-16,13:20:00,1.7703,1.7675,1.74965,1.75555,1.7497,1.85435,0.98485,0.98685,0.9028,1.04545,0.975,1.06815
2018-01-16,13:40:00,2.10145,2.07005,2.0768,2.0616,2.05845,2.16285,1.15175,1.1453,1.04675,1.19005,1.10795,1.20565
2018-01-16,14:00:00,1.3209,1.3112,1.30715,1.2925,1.29475,1.35575,0.7409,0.79835,0.72865,0.8011,0.74675,0.8196
2018-01-16,14:20:00,1.25205,1.2442,1.243,1.24065,1.2325,1.2958,0.64475,0.72925,0.6651,0.7236,0.67585,0.74185
2018-01-16,14:40:00,0.86575,0.86355,0.8603,0.8597,0.855,0.90545,0.42035,0.49115,0.44465,0.4924,0.45565,0.506
2018-01-16,15:00:00,1.31305,1.3069,1.3058,1.30045,1.19865,1.21695,0.7442,0.76985,0.69805,0.7677,0.7172,0.79
2018-01-16,15:20:00,0.63585,0.6796,0.68055,0.6764,0.66865,0.71535,0.35525,0.4049,0.3637,0.39835,0.36925,0.40935
2018-01-16,15:40:00,0.8513,0.91665,0.91415,0.9072,0.87945,0.967,0.5161,0.54065,0.48625,0.53195,0.4956,0.5466
2018-01-16,16:00:00,0.5259,0.5638,0.56165,0.5641,0.5612,0.55435,0.2887,0.33675,0.29925,0.3346,0.30865,0.34395
2018-01-16,16:20:00,0.2809,0.3001,0.3005,0.30175,0.3,0.3194,0.1464,0.17985,0.1509,0.175,0.157,0.1782
2018-01-16,16:40:00,0.15785,0.1613,0.1631,0.1489,0.13435,0.14125,0.07735,0.10005,0.07795,0.09615,0.08165,0.09795
2018-01-16,17:00:00,0.03435,0.04625,0.0484,0.03495,0.0413,0.0424,0.0119,0.02025,0.0078,0.0199,0.0117,0.02125
2018-01-16,17:20:00,0.00545,0.00685,0.00975,0.00045,0.0092,0.01175,0.00115,0.0027,0.00015,0.00235,0.0012,0.00275
2018-01-16,17:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0
