﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211739000405楊清財1-PV-3000N-V 1211739000405,1211739000407楊清財2-PV-3000N-V 1211739000407,1211739000408楊清財3-PV-3000N-V 1211739000408,1211739000410楊清財4-PV-3000N-V 1211739000410,1211739000411楊清財5-PV-3000N-V 1211739000411,1211739000415楊清財6-PV-3000N-V 1211739000415,1211739000416楊清財7-PV-3000N-V 1211739000416,1211739000417楊清財8-PV-3000N-V 1211739000417,1211739000418楊清財9-PV-3000N-V 1211739000418,1211739000419楊清財10-PV-3000N-V 1211739000419,1211739000441楊清財11-PV-3000N-V 1211739000441,1211739000442楊清財12-PV-3000N-V 1211739000442,1211739000443楊清財13-PV-3000N-V 1211739000443,1211739000444楊清財14-PV-3000N-V 1211739000444,11O1745001680楊清財15-PV-5000W-HV 11O1745001680
2018-03-19,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,06:00:00,0,0.0003,0.003,0.0004,0,5.0E-5,0.0001,0.00035,0.0001,0,0.01475,0.0027,0.0001,0.0023,0
2018-03-19,06:20:00,0.0459,0.04995,0.04525,0.03855,0.03195,0.04175,0.0366,0.05135,0.039,0.03325,0.0956,0.04885,0.04755,0.04455,0
2018-03-19,06:40:00,0.1708,0.1713,0.12485,0.12755,0.1172,0.16705,0.1199,0.17285,0.12945,0.1282,0.21925,0.13775,0.17225,0.12795,0
2018-03-19,07:00:00,0.26425,0.2652,0.1788,0.189,0.1753,0.266,0.177,0.26595,0.1916,0.19235,0.30465,0.1968,0.2702,0.18385,0
2018-03-19,07:20:00,0.5745,0.5763,0.39875,0.42745,0.3994,0.5856,0.40065,0.57635,0.43055,0.43975,0.63625,0.43795,0.59035,0.4119,0
2018-03-19,07:40:00,0.6238,0.62575,0.4729,0.51325,0.4781,0.6389,0.4782,0.627,0.51815,0.5278,0.6873,0.5229,0.6414,0.49075,0
2018-03-19,08:00:00,0.82235,0.822,0.57735,0.6277,0.58595,0.84115,0.58465,0.8243,0.63145,0.6455,0.8884,0.63565,0.84315,0.59775,0
2018-03-19,08:20:00,1.1798,1.1812,0.77,0.8275,0.7848,1.20745,0.78315,1.18255,0.8466,0.86435,1.25835,0.84525,1.21465,0.7961,0
2018-03-19,08:40:00,1.4863,1.4842,0.99805,1.08015,1.01865,1.52635,1.0116,1.4849,1.10535,1.12375,1.56825,1.0959,1.52875,1.03315,0
2018-03-19,09:00:00,1.5705,1.56315,1.10805,1.2049,1.12915,1.60955,1.1291,1.56425,1.22095,1.24745,1.6472,1.2153,1.60615,1.1455,0
2018-03-19,09:20:00,1.811,1.80305,1.3097,1.4316,1.34295,1.8623,1.33745,1.80455,1.4615,1.48345,1.9081,1.4455,1.86135,1.35515,0
2018-03-19,09:40:00,1.9664,1.9581,1.4599,1.59785,1.4994,2.0233,1.49225,1.95855,1.6403,1.6559,2.0784,1.6146,2.0233,1.50895,0
2018-03-19,10:00:00,1.5426,1.538,1.17845,1.2908,1.2105,1.59195,1.20085,1.537,1.32765,1.3387,1.6262,1.3044,1.59065,1.21765,0
2018-03-19,10:20:00,2.07935,2.0725,1.65515,1.80765,1.69565,2.1436,1.6903,2.07045,1.86445,1.87835,2.2111,1.8296,2.1473,1.71195,0
2018-03-19,10:40:00,2.18925,2.18965,1.81,1.9649,1.8531,2.2595,1.8383,2.18775,2.04055,2.05745,2.3559,2.0004,2.27655,1.86255,0
2018-03-19,11:00:00,2.20385,2.20165,1.8599,0,1.9086,2.27745,0.9495,2.20175,2.10395,2.119,2.37605,2.05975,2.29555,1.9185,0
2018-03-19,11:20:00,2.17935,2.1757,1.15375,0,1.17475,2.24815,0,2.17515,1.30145,1.30735,2.34445,1.2741,2.26405,1.19405,0
2018-03-19,11:40:00,1.0646,1.05685,0.92995,0,0.95535,1.0866,0,1.0594,1.04225,1.0497,1.12985,1.02195,1.09315,0.96855,0
2018-03-19,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,13:00:00,1.0401,1.0365,0.97405,1.09875,1.0278,1.06935,1.0272,1.03615,1.1352,1.1344,1.11765,1.10595,1.07765,1.0409,1.60405
2018-03-19,13:20:00,1.98535,1.9781,1.861,2.1285,1.99665,2.0396,1.99005,1.97975,2.2018,2.2015,2.13175,2.147,2.0559,2.0204,3.3098
2018-03-19,13:40:00,1.88555,1.87725,1.76235,2.0685,1.9349,1.93445,1.9326,1.87685,2.1309,2.13215,2.0195,2.07925,1.9485,1.9598,3.14415
2018-03-19,14:00:00,1.7469,1.7447,1.65105,1.97625,1.84015,1.79655,1.84425,1.73985,2.0176,2.02615,1.8702,1.9757,1.8064,1.86365,2.92265
2018-03-19,14:20:00,1.6155,1.60265,1.5419,1.8627,1.7363,1.64595,1.7346,1.6028,1.8917,1.91,1.69,1.86125,1.6485,1.7577,2.6862
2018-03-19,14:40:00,1.48585,1.4743,1.4263,1.77555,1.6517,1.517,1.65245,1.47155,1.80335,1.8185,1.5545,1.77525,1.51625,1.67135,2.47725
2018-03-19,15:00:00,1.3023,1.3,1.2094,1.61175,1.4983,1.3364,1.4989,1.2968,1.6488,1.65215,1.39425,1.6173,1.3435,1.518,2.17145
2018-03-19,15:20:00,1.10645,1.1052,1.0306,1.4077,1.26825,1.13975,1.3083,1.1012,1.4462,1.43895,1.1945,1.4201,1.1444,1.307,1.8375
2018-03-19,15:40:00,0.6935,0.69485,0.6277,0.7932,0.72605,0.7128,0.7387,0.6953,0.81455,0.8041,0.7652,0.8082,0.7167,0.74075,1.1453
