﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1431000126PV-3000N-V 10N1431000126斗六廖進豐,L1344000020PV-4000W-V L1344000020斗六廖進豐
2018-02-15,00:00:00,0,0
2018-02-15,00:20:00,0,0
2018-02-15,00:40:00,0,0
2018-02-15,01:00:00,0,0
2018-02-15,01:20:00,0,0
2018-02-15,01:40:00,0,0
2018-02-15,02:00:00,0,0
2018-02-15,02:20:00,0,0
2018-02-15,02:40:00,0,0
2018-02-15,03:00:00,0,0
2018-02-15,03:20:00,0,0
2018-02-15,03:40:00,0,0
2018-02-15,04:00:00,0,0
2018-02-15,04:20:00,0,0
2018-02-15,04:40:00,0,0
2018-02-15,05:00:00,0,0
2018-02-15,05:20:00,0,0
2018-02-15,05:40:00,0,0
2018-02-15,06:00:00,0,0
2018-02-15,06:20:00,0,0
2018-02-15,06:40:00,0.01535,0.02855
2018-02-15,07:00:00,0.05075,0.07485
2018-02-15,07:20:00,0.2504,0.3244
2018-02-15,07:40:00,0.5648,0.8031
2018-02-15,08:00:00,0.78735,1.1318
2018-02-15,08:20:00,1.0009,1.44435
2018-02-15,08:40:00,1.19525,1.7328
2018-02-15,09:00:00,1.36795,1.989
2018-02-15,09:20:00,1.5302,2.22975
2018-02-15,09:40:00,1.69035,2.471
2018-02-15,10:00:00,1.79535,2.6277
2018-02-15,10:20:00,1.8858,2.7625
2018-02-15,10:40:00,1.94695,2.85085
2018-02-15,11:00:00,2.00725,2.92905
2018-02-15,11:20:00,2.0599,3.00565
2018-02-15,11:40:00,2.1001,3.0636
2018-02-15,12:00:00,2.11485,3.0876
2018-02-15,12:20:00,2.0932,3.05555
2018-02-15,12:40:00,2.0835,3.0435
2018-02-15,13:00:00,2.04155,2.9867
2018-02-15,13:20:00,1.9815,2.89865
2018-02-15,13:40:00,1.88355,2.7557
2018-02-15,14:00:00,1.81105,2.6494
2018-02-15,14:20:00,1.7197,2.51715
2018-02-15,14:40:00,1.56275,2.28465
2018-02-15,15:00:00,1.4272,2.0876
2018-02-15,15:20:00,1.24005,1.8148
2018-02-15,15:40:00,1.04855,1.5338
2018-02-15,16:00:00,0.83695,1.22565
2018-02-15,16:20:00,0.60985,0.8917
2018-02-15,16:40:00,0.39975,0.5827
2018-02-15,17:00:00,0.226,0.32555
2018-02-15,17:20:00,0.0935,0.1369
2018-02-15,17:40:00,0.01425,0.0277
2018-02-15,18:00:00,0,0.00265
2018-02-15,18:20:00,0,0
2018-02-15,18:40:00,0,0
2018-02-15,19:00:00,0,0
2018-02-15,19:20:00,0,0
2018-02-15,19:40:00,0,0
2018-02-15,20:00:00,0,0
2018-02-15,20:20:00,0,0
2018-02-15,20:40:00,0,0
2018-02-15,21:00:00,0,0
2018-02-15,21:20:00,0,0
2018-02-15,21:40:00,0,0
2018-02-15,22:00:00,0,0
2018-02-15,22:20:00,0,0
2018-02-15,22:40:00,0,0
2018-02-15,23:00:00,0,0
2018-02-15,23:20:00,0,0
2018-02-15,23:40:00,0,0
