﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000178PV-5000W-V 10D1638000178胡聰明#1,10D1636000153PV-5000W-V 10D1636000153胡聰明#2
2018-02-16,00:00:00,0,0
2018-02-16,00:20:00,0,0
2018-02-16,00:40:00,0,0
2018-02-16,01:00:00,0,0
2018-02-16,01:20:00,0,0
2018-02-16,01:40:00,0,0
2018-02-16,02:00:00,0,0
2018-02-16,02:20:00,0,0
2018-02-16,02:40:00,0,0
2018-02-16,03:00:00,0,0
2018-02-16,03:20:00,0,0
2018-02-16,03:40:00,0,0
2018-02-16,04:00:00,0,0
2018-02-16,04:20:00,0,0
2018-02-16,04:40:00,0,0
2018-02-16,05:00:00,0,0
2018-02-16,05:20:00,0,0
2018-02-16,05:40:00,0,0
2018-02-16,06:00:00,0,0
2018-02-16,06:20:00,0,0
2018-02-16,06:40:00,0.01475,0.01385
2018-02-16,07:00:00,0.1026,0.10965
2018-02-16,07:20:00,0.2178,0.22605
2018-02-16,07:40:00,0.25875,0.26755
2018-02-16,08:00:00,0.4088,0.41765
2018-02-16,08:20:00,0.6005,0.6119
2018-02-16,08:40:00,0.7554,0.76855
2018-02-16,09:00:00,1.9181,1.91725
2018-02-16,09:20:00,1.4704,1.5034
2018-02-16,09:40:00,2.1904,2.22025
2018-02-16,10:00:00,2.99225,3.04375
2018-02-16,10:20:00,2.77935,2.8358
2018-02-16,10:40:00,2.18645,2.23815
2018-02-16,11:00:00,2.06155,2.106
2018-02-16,11:20:00,1.95695,2.008
2018-02-16,11:40:00,2.7778,2.83315
2018-02-16,12:00:00,3.2336,3.2891
2018-02-16,12:20:00,2.7541,2.81835
2018-02-16,12:40:00,2.53605,2.60575
2018-02-16,13:00:00,2.61445,2.68485
2018-02-16,13:20:00,2.13015,2.1845
2018-02-16,13:40:00,1.8545,1.88705
2018-02-16,14:00:00,1.3616,1.3866
2018-02-16,14:20:00,1.8081,1.8448
2018-02-16,14:40:00,1.4237,1.45225
2018-02-16,15:00:00,1.3729,1.39825
2018-02-16,15:20:00,1.30145,1.3266
2018-02-16,15:40:00,1.111,1.1328
2018-02-16,16:00:00,0.84635,0.8576
2018-02-16,16:20:00,0.652,0.66145
2018-02-16,16:40:00,0.3736,0.40235
2018-02-16,17:00:00,0.2439,0.261
2018-02-16,17:20:00,0.09355,0.10035
2018-02-16,17:40:00,0.0095,0.0087
2018-02-16,18:00:00,0,0
2018-02-16,18:20:00,0,0
2018-02-16,18:40:00,0,0
2018-02-16,19:00:00,0,0
2018-02-16,19:20:00,0,0
2018-02-16,19:40:00,0,0
2018-02-16,20:00:00,0,0
2018-02-16,20:20:00,0,0
2018-02-16,20:40:00,0,0
2018-02-16,21:00:00,0,0
2018-02-16,21:20:00,0,0
2018-02-16,21:40:00,0,0
2018-02-16,22:00:00,0,0
2018-02-16,22:20:00,0,0
2018-02-16,22:40:00,0,0
2018-02-16,23:00:00,0,0
2018-02-16,23:20:00,0,0
2018-02-16,23:40:00,0,0
