﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1636000154PV-5000W-V 10D1636000154顏阿甚#1,10D1636000147PV-5000W-V 10D1636000147-六甲顏阿甚-2
2017-11-18,00:00:00,0,0
2017-11-18,00:20:00,0,0
2017-11-18,00:40:00,0,0
2017-11-18,01:00:00,0,0
2017-11-18,01:20:00,0,0
2017-11-18,01:40:00,0,0
2017-11-18,02:00:00,0,0
2017-11-18,02:20:00,0,0
2017-11-18,02:40:00,0,0
2017-11-18,03:00:00,0,0
2017-11-18,03:20:00,0,0
2017-11-18,03:40:00,0,0
2017-11-18,04:00:00,0,0
2017-11-18,04:20:00,0,0
2017-11-18,04:40:00,0,0
2017-11-18,05:00:00,0,0
2017-11-18,05:20:00,0,0
2017-11-18,05:40:00,0,0
2017-11-18,06:00:00,0,5.0E-5
2017-11-18,06:20:00,0.0339,0.0451
2017-11-18,06:40:00,0.1977,0.2077
2017-11-18,07:00:00,0.47905,0.48555
2017-11-18,07:20:00,0.81285,0.8143
2017-11-18,07:40:00,1.19655,1.1909
2017-11-18,08:00:00,1.55855,1.5381
2017-11-18,08:20:00,1.90585,1.87305
2017-11-18,08:40:00,2.20545,2.1618
2017-11-18,09:00:00,2.5084,2.45595
2017-11-18,09:20:00,2.75215,2.69785
2017-11-18,09:40:00,2.65935,2.6022
2017-11-18,10:00:00,2.3522,2.2824
2017-11-18,10:20:00,2.90365,2.82045
2017-11-18,10:40:00,3.40135,3.3226
2017-11-18,11:00:00,2.451,2.4026
2017-11-18,11:20:00,2.43005,2.37315
2017-11-18,11:40:00,3.0999,3.00985
2017-11-18,12:00:00,2.78385,2.71705
2017-11-18,12:20:00,3.2833,3.1888
2017-11-18,12:40:00,3.28315,3.18365
2017-11-18,13:00:00,2.5074,2.4431
2017-11-18,13:20:00,2.6197,2.54625
2017-11-18,13:40:00,2.51535,2.44185
2017-11-18,14:00:00,2.57505,2.49815
2017-11-18,14:20:00,2.4446,2.3743
2017-11-18,14:40:00,2.1717,2.11045
2017-11-18,15:00:00,1.82965,1.77685
2017-11-18,15:20:00,1.422,1.38685
2017-11-18,15:40:00,1.06965,1.04125
2017-11-18,16:00:00,0.6955,0.6858
2017-11-18,16:20:00,0.367,0.3626
2017-11-18,16:40:00,0.111,0.11785
2017-11-18,17:00:00,0.00645,0.0127
2017-11-18,17:20:00,0,0
2017-11-18,17:40:00,0,0
2017-11-18,18:00:00,0,0
2017-11-18,18:20:00,0,0
2017-11-18,18:40:00,0,0
2017-11-18,19:00:00,0,0
2017-11-18,19:20:00,0,0
2017-11-18,19:40:00,0,0
2017-11-18,20:00:00,0,0
2017-11-18,20:20:00,0,0
2017-11-18,20:40:00,0,0
2017-11-18,21:00:00,0,0
2017-11-18,21:20:00,0,0
2017-11-18,21:40:00,0,0
2017-11-18,22:00:00,0,0
2017-11-18,22:20:00,0,0
2017-11-18,22:40:00,0,0
2017-11-18,23:00:00,0,0
2017-11-18,23:20:00,0,0
2017-11-18,23:40:00,0,0
